Time	0x6078-00	
0.000000e+000	9.175110e+005	
1.000000e-001	4.128771e+006	
2.000000e-001	8.192097e+006	
3.000000e-001	6.553666e+006	
4.000000e-001	4.522109e+006	
5.000000e-001	8.519776e+006	
6.000000e-001	6.225988e+006	
7.000000e-001	4.522113e+006	
8.000000e-001	8.388702e+006	
9.000000e-001	6.225980e+006	
1.000000e+000	4.194433e+006	
1.100000e+000	8.323166e+006	
1.200000e+000	5.570627e+006	
1.300000e+000	4.391039e+006	
1.400000e+000	8.257635e+006	
1.500000e+000	6.225988e+006	
1.600000e+000	5.046400e+006	
1.700000e+000	8.257637e+006	
1.800000e+000	6.225987e+006	
1.900000e+000	4.456574e+006	
2.000000e+000	5.636145e+006	
2.100000e+000	4.980816e+006	
2.200000e+000	4.784200e+006	
2.300000e+000	4.456518e+006	
2.400000e+000	4.522053e+006	
2.500000e+000	4.522053e+006	
2.600000e+000	4.522053e+006	
2.700000e+000	4.522053e+006	
2.800000e+000	4.522053e+006	
2.900000e+000	4.522053e+006	
3.000000e+000	4.522053e+006	
3.100000e+000	4.522053e+006	
3.200000e+000	4.522053e+006	
3.300000e+000	4.522053e+006	
3.400000e+000	4.522053e+006	
3.500000e+000	4.522053e+006	
3.600000e+000	4.522053e+006	
3.700000e+000	4.522053e+006	
3.800000e+000	4.522053e+006	
3.900000e+000	4.522053e+006	
4.000000e+000	4.522053e+006	
4.100000e+000	4.522053e+006	
